idx,word,reading,meaning,tags,kanji_idxs,variants,retired
558,兄,あに,older brother (my),[],[153],[],false
559,お兄さん,おにいさん,older brother,[],[153],[],false
560,兄弟,きょうだい,siblings,[],"[153, 154]",[],false
561,弟,おとうと,younger brother,[],[154],[],false
562,弟子,でし,pupil; apprentice,[],[154],[],false
563,姉,あね,older sister (my),[],[155],[],false
564,お姉さん,おねえさん,older sister,[],[155],[],false
565,姉妹,しまい,sisters,[],"[155, 156]",[],false
566,妹,いもうと,younger sister,[],[156],[],false
567,妹さん,いもうとさん,(someone's) younger sister,[],[156],[],false
568,口,くち,mouth,[],[157],[],false
569,人口,じんこう,population,[],[157],[],false
570,早口,はやくち,fast talking,[],"[157, 170]",[],false
571,目,め,eye,[],[158],[],false
572,一つ目,ひとつめ,the first,[],[158],[],false
573,目立つ,めだつ,to stand out,"[""u-verb""]",[158],[],false
574,二日目,ふつかめ,the second day,[],[158],[],false
575,体,からだ,body,[],[159],[],false
576,体重,たいじゅう,body weight,[],"[159, 206]",[],false
577,体力,たいりょく,physical strength,[],"[159, 290]",[],false
578,足,あし,foot; leg,[],[160],[],false
579,足りる,たりる,to be enough,"[""ru-verb""]",[160],[],false
580,足音,あしおと,footsteps,[],[160],[],false
581,心,こころ,heart; mind,[],[161],[],false
582,中心,ちゅうしん,center,[],[161],[],false
583,朝,あさ,morning,[],[162],[],false
584,今朝,けさ,this morning,[],[162],[],false
585,朝日,あさひ,morning sun,[],[162],[],false
586,昼,ひる,noon; daytime,[],[163],[],false
587,昼ご飯,ひるごはん,lunch,[],[163],[],false
588,昼間,ひるま,daytime,[],[163],[],false
589,夜,よる,night,[],[164],[],false
590,今夜,こんや,tonight,[],[164],[],false
591,夜中,よなか,middle of the night,[],[164],[],false
592,夜間,やかん,nighttime,[],[164],[],false
593,夕食,ゆうしょく,dinner,[],[165],[],false
594,夕日,ゆうひ,setting sun,[],[165],[],false
595,夕べ,ゆうべ,last evening,[],[165],[],false
596,春,はる,spring,[],[166],[],false
597,春休み,はるやすみ,spring break,[],[166],[],false
598,夏,なつ,summer,[],[167],[],false
599,真夏,まなつ,midsummer,[],"[167, 220]",[],false
600,秋,あき,autumn,[],[168],[],false
601,立秋,りっしゅう,start of autumn,[],[168],[],false
602,冬,ふゆ,winter,[],[169],[],false
603,冬休み,ふゆやすみ,winter break,[],[169],[],false
604,真冬,まふゆ,midwinter,[],[169],[],false
605,早い,はやい,early,[],[170],[],false
606,早く,はやく,early; quickly,[],[170],[],false
607,早朝,そうちょう,early morning,[],[170],[],false
608,早起き,はやおき,early rising,[],"[170, 185]",[],false
609,古い,ふるい,old (things),[],[171],[],false
610,古本,ふるほん,used book,[],[171],[],false
611,中古,ちゅうこ,secondhand,[],[171],[],false
612,会う,あう,to meet,"[""u-verb""]",[172],[],false
613,会社,かいしゃ,company,[],"[172, 268]",[],false
614,社会,しゃかい,society,[],[172],[],false
615,使う,つかう,to use,"[""u-verb""]",[173],[],false
616,使い方,つかいかた,how to use,[],[173],[],false
617,大使,たいし,ambassador,[],[173],[],false
618,作る,つくる,to make,"[""u-verb""]",[174],[],false
619,作文,さくぶん,composition; essay,[],"[174, 230]",[],false
620,持つ,もつ,to hold; to have,"[""u-verb""]",[175],[],false
621,金持ち,かねもち,rich person,[],[175],[],false
622,持って行く,もっていく,to take along,"[""u-verb""]",[175],[],false
623,思う,おもう,to think,"[""u-verb""]",[176],[],false
624,思い出,おもいで,memory,[],[176],[],false
625,知る,しる,to know,"[""u-verb""]",[177],[],false
626,知り合い,しりあい,acquaintance,[],[177],[],false
627,送る,おくる,to send,"[""u-verb""]",[178],[],false
628,見送る,みおくる,to see off,"[""u-verb""]",[178],[],false
629,帰る,かえる,to return home,"[""u-verb""]",[179],[],false
630,帰り,かえり,the way back,[],[179],[],false
631,帰国,きこく,returning to one's country,[],[179],[],false
632,始まる,はじまる,to begin (intr.),"[""u-verb""]",[180],[],false
633,始める,はじめる,to begin (tr.),"[""ru-verb""]",[180],[],false
634,開始,かいし,start,[],"[180, 195]",[],false
635,終わる,おわる,to end,"[""u-verb""]",[181],[],false
636,終わり,おわり,the end,[],[181],[],false
637,終電,しゅうでん,last train,[],[181],[],false
638,最終,さいしゅう,last; final,[],[181],[],false
639,走る,はしる,to run,"[""u-verb""]",[182],[],false
640,走り出す,はしりだす,to start running,"[""u-verb""]",[182],[],false
641,歩く,あるく,to walk,"[""u-verb""]",[183],[],false
642,歩道,ほどう,sidewalk,[],[183],[],false
643,止まる,とまる,to stop (intr.),"[""u-verb""]",[184],[],false
644,止める,とめる,to stop (tr.),"[""ru-verb""]",[184],[],false
645,中止,ちゅうし,cancellation,[],[184],[],false
646,起きる,おきる,to get up,"[""ru-verb""]",[185],[],false
647,起こす,おこす,to wake (someone),"[""u-verb""]",[185],[],false
648,着る,きる,to wear,"[""ru-verb""]",[186],[],false
649,着く,つく,to arrive,"[""u-verb""]",[186],[],false
650,住む,すむ,to live; reside,"[""u-verb""]",[187],[],false
651,住民,じゅうみん,resident,[],[187],[],false
652,売る,うる,to sell,"[""u-verb""]",[188],[],false
653,売り場,うりば,sales floor,[],[188],[],false
654,売店,ばいてん,kiosk; stand,[],[188],[],false
655,借りる,かりる,to borrow,"[""ru-verb""]",[189],[],false
656,借金,しゃっきん,debt,[],[189],[],false
657,貸す,かす,to lend,"[""u-verb""]",[190],[],false
658,貸し出し,かしだし,lending; rental,[],[190],[],false
659,習う,ならう,to learn (from someone),"[""u-verb""]",[191],[],false
660,予習,よしゅう,preparation for a lesson,[],"[191, 271]",[],false
661,通う,かよう,to commute,"[""u-verb""]",[192],[],false
662,通る,とおる,to pass through,"[""u-verb""]",[192],[],false
663,通り,とおり,street,[],[192],[],false
664,運ぶ,はこぶ,to carry,"[""u-verb""]",[193],[],false
665,運転,うんてん,driving,[],"[193, 194]",[],false
666,運動,うんどう,exercise,[],"[193, 258]",[],false
667,運,うん,luck,[],[193],[],false
668,転ぶ,ころぶ,to fall down,"[""u-verb""]",[194],[],false
669,開く,あく,to open (intr.),"[""u-verb""]",[195],[],false
670,開ける,あける,to open (tr.),"[""ru-verb""]",[195],[],false
671,開店,かいてん,shop opening,[],[195],[],false
672,集まる,あつまる,to gather (intr.),"[""u-verb""]",[196],[],false
673,集める,あつめる,to collect,"[""ru-verb""]",[196],[],false
674,集合,しゅうごう,assembly; meeting up,[],[196],[],false
675,写真,しゃしん,photograph,[],"[197, 220]",[],false
676,写す,うつす,to copy; to photograph,"[""u-verb""]",[197],[],false
677,考える,かんがえる,to think; consider,"[""ru-verb""]",[198],[],false
678,考え,かんがえ,idea; thought,[],[198],[],false
679,答える,こたえる,to answer,"[""ru-verb""]",[199],[],false
680,答え,こたえ,answer,[],[199],[],false
681,注意,ちゅうい,caution; attention,[],"[200, 218]",[],false
682,注文,ちゅうもん,order (e.g. food),[],"[200, 230]",[],false
683,注ぐ,そそぐ,to pour,"[""u-verb""]",[200],[],false
684,死ぬ,しぬ,to die,"[""u-verb""]",[201],[],false
685,勉強,べんきょう,study,[],"[202, 203]",[],false
686,強い,つよい,strong,[],[203],[],false
687,強力,きょうりょく,powerful,[],[203],[],false
688,広い,ひろい,wide; spacious,[],[204],[],false
689,広場,ひろば,plaza,[],[204],[],false
690,悪い,わるい,bad,[],[205],[],false
691,最悪,さいあく,the worst,[],[205],[],false
692,悪口,わるぐち,speaking ill of someone,[],[205],[],false
693,重い,おもい,heavy,[],[206],[],false
694,近い,ちかい,near,[],[207],[],false
695,近く,ちかく,vicinity,[],[207],[],false
696,最近,さいきん,recently,[],"[207, 263]",[],false
697,正しい,ただしい,correct,[],[208],[],false
698,正月,しょうがつ,New Year,[],[208],[],false
699,正解,せいかい,correct answer,[],[208],[],false
700,明るい,あかるい,bright,[],[209],[],false
701,明日,あした,tomorrow,[],[209],[],false
702,説明,せつめい,explanation,[],"[209, 287]",[],false
703,明らか,あきらか,clear; obvious,[],[209],[],false
704,特に,とくに,especially,[],[210],[],false
705,特急,とっきゅう,limited express,[],"[210, 211]",[],false
706,急ぐ,いそぐ,to hurry,"[""u-verb""]",[211],[],false
707,急に,きゅうに,suddenly,[],[211],[],false
708,急行,きゅうこう,express (train),[],[211],[],false
709,不足,ふそく,shortage,[],[212],[],false
710,無理,むり,impossible; unreasonable,[],"[213, 219]",[],false
711,無料,むりょう,free of charge,[],"[213, 254]",[],false
712,無事,ぶじ,safe; without incident,[],[213],[],false
713,使用,しよう,use,[],[214],[],false
714,用意,ようい,preparation,[],"[214, 218]",[],false
715,一度,いちど,once,[],[215],[],false
716,今度,こんど,next time; this time,[],[215],[],false
717,何度,なんど,how many times,[],[215],[],false
718,以前,いぜん,before; formerly,[],[216],[],false
719,時代,じだい,era; period,[],[217],[],false
720,代わり,かわり,substitute; replacement,[],[217],[],false
721,十代,じゅうだい,teens,[],[217],[],false
722,電気代,でんきだい,electricity bill,[],[217],[],false
723,料理,りょうり,cooking; dish,[],"[219, 254]",[],false
724,理解,りかい,understanding,[],"[219, 286]",[],false
725,真面目,まじめ,serious; earnest,[],[220],[],false
726,有料,ゆうりょう,paid; fee-charging,[],[221],[],false
727,元,もと,origin; former,[],[222],[],false
728,地元,じもと,local area; hometown,[],"[222, 226]",[],false
729,質問,しつもん,question,[],"[223, 234]",[],false
730,世界,せかい,world,[],"[224, 225]",[],false
731,世の中,よのなか,society; the world,[],[224],[],false
732,業界,ぎょうかい,industry; business world,[],[225],[],false
733,地図,ちず,map,[],"[226, 227]",[],false
734,図,ず,diagram; figure,[],[227],[],false
735,映画館,えいがかん,movie theater,[],"[228, 293]",[],false
736,旅館,りょかん,Japanese inn,[],"[228, 262]",[],false
737,大使館,たいしかん,embassy,[],[228],[],false
738,教室,きょうしつ,classroom,[],"[229, 232]",[],false
739,室内,しつない,indoors,[],[229],[],false
740,文,ぶん,sentence,[],[230],[],false
741,文学,ぶんがく,literature,[],[230],[],false
742,字,じ,character; handwriting,[],[231],[],false
743,漢字,かんじ,kanji,[],"[231, 249]",[],false
744,文字,もじ,letter; character,[],[231],[],false
745,教える,おしえる,to teach,"[""ru-verb""]",[232],[],false
746,教会,きょうかい,church,[],[232],[],false
747,問題,もんだい,problem; question,[],"[233, 234]",[],false
748,宿題,しゅくだい,homework,[],"[233, 301]",[],false
749,話題,わだい,topic,[],[233],[],false
750,題名,だいめい,title,[],[233],[],false
751,問う,とう,to ask; to question,"[""u-verb""]",[234],[],false
752,試験,しけん,exam,[],"[235, 236]",[],false
753,試す,ためす,to try; to test,"[""u-verb""]",[235],[],false
754,試合,しあい,match; game,[],"[235, 259]",[],false
755,実験,じっけん,experiment,[],"[236, 303]",[],false
756,研究,けんきゅう,research,[],"[237, 238]",[],false
757,研ぐ,とぐ,to sharpen,"[""u-verb""]",[237],[],false
758,研究者,けんきゅうしゃ,researcher,[],[238],[],false
759,上京,じょうきょう,moving to Tokyo,[],[239],[],false
760,田んぼ,たんぼ,rice paddy,[],[240],[],false
761,田舎,いなか,countryside,[],"[240, 283]",[],false
762,本堂,ほんどう,temple main hall,[],[241],[],false
763,工場,こうじょう,factory,[],[242],[],false
764,工事,こうじ,construction work,[],[242],[],false
765,大工,だいく,carpenter,[],[242],[],false
766,建物,たてもの,building,[],[243],[],false
767,建てる,たてる,to build,"[""ru-verb""]",[243],[],false
768,空,そら,sky,[],[244],[],false
769,空気,くうき,air,[],[244],[],false
770,空港,くうこう,airport,[],"[244, 280]",[],false
771,空く,あく,to become empty,"[""u-verb""]",[244],[],false
772,海,うみ,sea,[],[245],[],false
773,洋服,ようふく,Western clothes,[],"[246, 297]",[],false
774,洋食,ようしょく,Western food,[],[246],[],false
775,医者,いしゃ,doctor,[],"[247, 269]",[],false
776,医学,いがく,medicine (field),[],[247],[],false
777,英国,えいこく,Britain,[],[248],[],false
778,英会話,えいかいわ,English conversation,[],[248],[],false
779,漢方,かんぽう,Chinese medicine,[],[249],[],false
780,工業,こうぎょう,industry,[],[250],[],false
781,授業,じゅぎょう,class; lesson,[],"[250, 304]",[],false
782,卒業,そつぎょう,graduation,[],"[250, 306]",[],false
783,発音,はつおん,pronunciation,[],"[251, 289]",[],false
784,部分,ぶぶん,part; section,[],[252],[],false
785,仕方,しかた,way; method,[],[253],[],false
786,紙,かみ,paper,[],[255],[],false
787,葉書,はがき,postcard,[],"[255, 265]",[],false
788,私達,わたしたち,we,[],[256],[],false
789,達人,たつじん,expert; master,[],[256],[],false
790,動く,うごく,to move,"[""u-verb""]",[258],[],false
791,自動,じどう,automatic,[],[258],[],false
792,合う,あう,to fit; to match,"[""u-verb""]",[259],[],false
793,場合,ばあい,case; situation,[],[259],[],false
794,会社員,かいしゃいん,company employee,[],[260],[],false
795,砂,すな,sand,[],[261],[],false
796,旅,たび,journey,[],[262],[],false
797,葉,は,leaf,[],[265],[],false
798,乗る,のる,to ride; to get on,"[""u-verb""]",[266],[],false
799,乗り物,のりもの,vehicle,[],[266],[],false
800,乗車,じょうしゃ,boarding,[],[266],[],false
801,学者,がくしゃ,scholar,[],[269],[],false
802,親,おや,parent,[],[270],[],false
803,親切,しんせつ,kind,[],[270],[],false
804,当たる,あたる,to hit; to win,"[""u-verb""]",[272],[],false
805,彼,かれ,he; boyfriend,[],[273],[],false
806,彼ら,かれら,they,[],[273],[],false
807,民族,みんぞく,ethnic group,[],[274],[],false
808,昨日,きのう,yesterday,[],[275],[],false
809,昨年,さくねん,last year,[],[275],[],false
810,昨夜,さくや,last night,[],[275],[],false
811,花束,はなたば,bouquet,[],[276],[],false
812,国民,こくみん,the people; citizens,[],[278],[],false
813,民宿,みんしゅく,guesthouse,[],"[278, 301]",[],false
814,文法,ぶんぽう,grammar,[],[279],[],false
815,港,みなと,harbor; port,[],[280],[],false
816,先祖,せんぞ,ancestor,[],[281],[],false
817,音符,おんぷ,musical note,[],[282],[],false
818,校舎,こうしゃ,school building,[],[283],[],false
819,花,はな,flower,[],[284],[],false
820,手術,しゅじゅつ,surgery,[],[285],[],false
821,解く,とく,to solve,"[""u-verb""]",[286],[],false
822,解説,かいせつ,commentary,[],[286],[],false
823,場面,ばめん,scene,[],[288],[],false
824,音,おと,sound,[],[289],[],false
825,力,ちから,strength; power,[],[290],[],false
826,力持ち,ちからもち,strong person,[],[290],[],false
827,計画,けいかく,plan,[],"[291, 294]",[],false
828,合計,ごうけい,total,[],[291],[],false
829,台風,たいふう,typhoon,[],"[292, 295]",[],false
830,映画,えいが,movie,[],"[293, 294]",[],false
831,映る,うつる,to be reflected,"[""u-verb""]",[293],[],false
832,画家,がか,painter,[],[294],[],false
833,風,かぜ,wind,[],[295],[],false
834,黒,くろ,black,[],[296],[],false
835,黒い,くろい,black,"[""i-adjective""]",[296],[],false
836,白黒,しろくろ,black and white,[],[296],[],false
837,服,ふく,clothes,[],[297],[],false
838,働く,はたらく,to work,"[""u-verb""]",[298],[],false
839,働き者,はたらきもの,hard worker,[],[298],[],false
840,一番,いちばん,number one; the most,[],[299],[],false
841,二番,にばん,second,[],[299],[],false
842,当番,とうばん,being on duty,[],[299],[],false
843,決める,きめる,to decide,"[""ru-verb""]",[300],[],false
844,決まる,きまる,to be decided,"[""u-verb""]",[300],[],false
845,解決,かいけつ,solution,[],[300],[],false
846,宿,やど,inn; lodging,[],[301],[],false
847,結ぶ,むすぶ,to tie; to connect,"[""u-verb""]",[302],[],false
848,実は,じつは,actually; to tell the truth,[],[303],[],false
849,事実,じじつ,fact,[],[303],[],false
850,教授,きょうじゅ,professor,[],[304],[],false
851,冷たい,つめたい,cold (to the touch),"[""i-adjective""]",[305],[],false
852,冷える,ひえる,to get cold,"[""ru-verb""]",[305],[],false
853,卒業する,そつぎょうする,to graduate,[],[],[],true
854,十一月,じゅういちがつ,November,[],[10],[],false
855,十二月,じゅうにがつ,December,[],[10],[],false
856,二十日,はつか,the 20th (irregular reading),[],[10],[],false
857,犬,いぬ,dog,[],[307],[],false
858,子犬,こいぬ,puppy,[],[307],[],false
859,番犬,ばんけん,watchdog,[],[307],[],false
860,猫,ねこ,cat,[],[308],[],false
861,子猫,こねこ,kitten,[],[308],[],false
862,黒猫,くろねこ,black cat,[],[308],[],false
863,楽しい,たのしい,fun; enjoyable,"[""i-adjective""]",[309],[],false
864,音楽,おんがく,music,[],"[289, 309]",[],false
865,楽,らく,easy; comfortable,[],[309],[],false
866,気楽,きらく,carefree,[],[309],[],false
867,寝る,ねる,to sleep,"[""ru-verb""]",[310],[],false
868,昼寝,ひるね,nap,[],[310],[],false
869,寝室,しんしつ,bedroom,[],[310],[],false
870,寝不足,ねぶそく,lack of sleep,[],[310],[],false
871,遊ぶ,あそぶ,to play,"[""u-verb""]",[311],[],false
872,遊び,あそび,play; game,[],[311],[],false
873,遊園地,ゆうえんち,amusement park,[],[311],[],false
874,遊び場,あそびば,playground,[],[311],[],false
875,顔,かお,face,[],[312],[],false
876,朝顔,あさがお,morning glory,[],[312],[],false
877,寝顔,ねがお,sleeping face,[],[312],[],false
878,声,こえ,voice,[],[313],[],false
879,大声,おおごえ,loud voice,[],[313],[],false
880,小声,こごえ,whisper,[],[313],[],false
881,音声,おんせい,audio; voice,[],[313],[],false
882,痛い,いたい,painful; it hurts,"[""i-adjective""]",[314],[],false
883,痛み,いたみ,pain,[],[314],[],false
884,痛み止め,いたみどめ,painkiller,[],[314],[],false
885,寒い,さむい,cold (weather),"[""i-adjective""]",[315],[],false
886,寒さ,さむさ,the cold,[],[315],[],false
887,寒気,さむけ,chills,[],[315],[],false
888,暑い,あつい,hot (weather),"[""i-adjective""]",[316],[],false
889,暑さ,あつさ,the heat,[],[316],[],false
890,分,ふん,minute (counter),[],[23],[],false
891,分,ぷん,minute (counter),[],[23],[],false
892,半,はん,half past,[],[25],[],false
893,か月,かげつ,month (counter),[],[15],[],false
894,日間,にちかん,day (counter),[],[14],[],false
895,出来る,できる,to be able to; to be completed,"[""ru-verb""]","[55, 60]",,false
896,数える,かぞえる,to count,"[""ru-verb""]",[134],,false
897,下りる,おりる,to go down; to get down,"[""ru-verb""]",[40],,false
898,上る,のぼる,to climb; to rise,"[""u-verb""]",[39],,false
899,生きる,いきる,to live; to be alive,"[""ru-verb""]",[98],,false
900,生える,はえる,"to grow (of plants, mold, hair)","[""ru-verb""]",[98],,false
901,訳す,やくす,to translate,"[""u-verb""]",[125],,false
902,音読,おんどく,reading aloud,[],"[63, 289]",,false
903,上手に,じょうずに,skillfully,[],"[39, 100]",,false
904,全く,まったく,entirely; (not) at all,[],[127],,false
905,開く,ひらく,to open (transitive/formal),"[""u-verb""]",[195],,false
906,止める,やめる,to quit; to stop doing,"[""ru-verb""]",[184],,false
907,美術館,びじゅつかん,art museum,[],[101],,false
908,白米,はくまい,white rice,[],[99],,false
909,市内,しない,within the city,[],[114],,false
910,土日,どにち,Saturday and Sunday; the weekend,[],[20],,false
911,飲料水,いんりょうすい,drinking water,[],[58],,false
912,生物,せいぶつ,living thing; organism,[],[98],,false
913,各駅,かくえき,every station; local train,[],[132],,false
914,入院,にゅういん,hospitalization,[],[61],,false
915,名物,めいぶつ,local specialty,[],[35],,false
916,大学生,だいがくせい,university student,[],[42],,false
917,物知り,ものしり,knowledgeable person,[],[88],,false
918,工作,こうさく,handicraft; craft work,[],[242],,false
919,人気者,にんきもの,popular person,[],[30],,false
920,生,なま,raw,[],[98],,false
921,下る,くだる,to go down; to descend,"[""u-verb""]",[40],[],false
