id,kanji_list,kana_list,tokens
s236,"[115, 116, 34, 267]",[],"[{""kind"": ""word"", ""ja"": ""公園"", ""reading"": ""こうえん"", ""en"": ""park"", ""kanji"": [""公"", ""園""], ""targets"": [115, 116]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""子供"", ""reading"": ""こども"", ""en"": ""child"", ""kanji"": [""子"", ""供""], ""targets"": [34, 267]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""いる"", ""reading"": ""いる"", ""en"": ""there are"", ""kanji"": [], ""targets"": []}]"
s237,"[101, 104, 89, 57]",[],"[{""kind"": ""word"", ""ja"": ""美味しい"", ""reading"": ""おいしい"", ""en"": ""delicious"", ""kanji"": [""美"", ""味""], ""targets"": [101, 104]}, {""kind"": ""word"", ""ja"": ""ご飯"", ""reading"": ""ごはん"", ""en"": ""rice"", ""kanji"": [""飯""], ""targets"": [89]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""食べる"", ""reading"": ""たべる"", ""en"": ""eat"", ""kanji"": [""食""], ""targets"": [57]}]"
s238,"[105, 107]",[],"[{""kind"": ""word"", ""ja"": ""甘い"", ""reading"": ""あまい"", ""en"": ""sweet"", ""kanji"": [""甘""], ""targets"": [105]}, {""kind"": ""word"", ""ja"": ""豆"", ""reading"": ""まめ"", ""en"": ""bean"", ""kanji"": [""豆""], ""targets"": [107]}]"
s239,"[106, 103, 83]",[],"[{""kind"": ""word"", ""ja"": ""焼き鳥"", ""reading"": ""やきとり"", ""en"": ""grilled chicken"", ""kanji"": [""焼"", ""鳥""], ""targets"": [106, 103]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""お酒"", ""reading"": ""おさけ"", ""en"": ""alcohol"", ""kanji"": [""酒""], ""targets"": [83]}]"
s240,"[102, 103]",[],"[{""kind"": ""word"", ""ja"": ""牛"", ""reading"": ""うし"", ""en"": ""cow"", ""kanji"": [""牛""], ""targets"": [102]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""鳥"", ""reading"": ""とり"", ""en"": ""bird"", ""kanji"": [""鳥""], ""targets"": [103]}]"
s241,"[114, 41, 115, 116]",[],"[{""kind"": ""word"", ""ja"": ""市"", ""reading"": ""し"", ""en"": ""city"", ""kanji"": [""市""], ""targets"": [114]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""中"", ""reading"": ""なか"", ""en"": ""center"", ""kanji"": [""中""], ""targets"": [41]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""公園"", ""reading"": ""こうえん"", ""en"": ""park"", ""kanji"": [""公"", ""園""], ""targets"": [115, 116]}]"
s242,"[108, 49, 112]",[],"[{""kind"": ""word"", ""ja"": ""鉄道"", ""reading"": ""てつどう"", ""en"": ""railway"", ""kanji"": [""鉄"", ""道""], ""targets"": [108, 49]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""橋"", ""reading"": ""はし"", ""en"": ""bridge"", ""kanji"": [""橋""], ""targets"": [112]}]"
s243,"[113, 282, 62, 95, 94, 266]",[],"[{""kind"": ""word"", ""ja"": ""切符"", ""reading"": ""きっぷ"", ""en"": ""ticket"", ""kanji"": [""切"", ""符""], ""targets"": [113, 282]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買って"", ""reading"": ""かって"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62], ""lemma"": ""買う""}, {""kind"": ""word"", ""ja"": ""電車"", ""reading"": ""でんしゃ"", ""en"": ""train"", ""kanji"": [""電"", ""車""], ""targets"": [95, 94]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""乗る"", ""reading"": ""のる"", ""en"": ""ride"", ""kanji"": [""乗""], ""targets"": [266]}]"
s244,"[110, 54, 111, 52, 44]",[],"[{""kind"": ""word"", ""ja"": ""飛行機"", ""reading"": ""ひこうき"", ""en"": ""airplane"", ""kanji"": [""飛"", ""行"", ""機""], ""targets"": [110, 54, 111]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""外国"", ""reading"": ""がいこく"", ""en"": ""foreign country"", ""kanji"": [""外"", ""国""], ""targets"": [52, 44]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s245,"[118, 148, 22, 119, 54]",[],"[{""kind"": ""word"", ""ja"": ""病気"", ""reading"": ""びょうき"", ""en"": ""illness"", ""kanji"": [""病"", ""気""], ""targets"": [118, 148]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""時"", ""reading"": ""とき"", ""en"": ""when"", ""kanji"": [""時""], ""targets"": [22]}, {""kind"": ""word"", ""ja"": ""病院"", ""reading"": ""びょういん"", ""en"": ""hospital"", ""kanji"": [""病"", ""院""], ""targets"": [118, 119]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s246,"[120, 54, 118, 119]",[],"[{""kind"": ""word"", ""ja"": ""銀行"", ""reading"": ""ぎんこう"", ""en"": ""bank"", ""kanji"": [""銀"", ""行""], ""targets"": [120, 54]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""病院"", ""reading"": ""びょういん"", ""en"": ""hospital"", ""kanji"": [""病"", ""院""], ""targets"": [118, 119]}]"
s247,"[101, 46, 112]",[],"[{""kind"": ""word"", ""ja"": ""美しい"", ""reading"": ""うつくしい"", ""en"": ""beautiful"", ""kanji"": [""美""], ""targets"": [101]}, {""kind"": ""word"", ""ja"": ""川"", ""reading"": ""かわ"", ""en"": ""river"", ""kanji"": [""川""], ""targets"": [46]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""橋"", ""reading"": ""はし"", ""en"": ""bridge"", ""kanji"": [""橋""], ""targets"": [112]}]"
s248,"[115, 116, 41, 103, 110]",[],"[{""kind"": ""word"", ""ja"": ""公園"", ""reading"": ""こうえん"", ""en"": ""park"", ""kanji"": [""公"", ""園""], ""targets"": [115, 116]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""中"", ""reading"": ""なか"", ""en"": ""inside"", ""kanji"": [""中""], ""targets"": [41]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""鳥"", ""reading"": ""とり"", ""en"": ""bird"", ""kanji"": [""鳥""], ""targets"": [103]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""飛ぶ"", ""reading"": ""とぶ"", ""en"": ""fly"", ""kanji"": [""飛""], ""targets"": [110]}]"
s249,"[102, 80, 107, 106]",[],"[{""kind"": ""word"", ""ja"": ""牛肉"", ""reading"": ""ぎゅうにく"", ""en"": ""beef"", ""kanji"": [""牛"", ""肉""], ""targets"": [102, 80]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""豆"", ""reading"": ""まめ"", ""en"": ""bean"", ""kanji"": [""豆""], ""targets"": [107]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""焼く"", ""reading"": ""やく"", ""en"": ""grill"", ""kanji"": [""焼""], ""targets"": [106]}]"
s250,"[114, 117, 105, 87, 88, 62]",[],"[{""kind"": ""word"", ""ja"": ""市場"", ""reading"": ""いちば"", ""en"": ""market"", ""kanji"": [""市"", ""場""], ""targets"": [114, 117]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""甘い"", ""reading"": ""あまい"", ""en"": ""sweet"", ""kanji"": [""甘""], ""targets"": [105]}, {""kind"": ""word"", ""ja"": ""果物"", ""reading"": ""くだもの"", ""en"": ""fruit"", ""kanji"": [""果"", ""物""], ""targets"": [87, 88]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買う"", ""reading"": ""かう"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62]}]"
s251,"[101, 104, 106, 103]",[],"[{""kind"": ""word"", ""ja"": ""美味しい"", ""reading"": ""おいしい"", ""en"": ""delicious"", ""kanji"": [""美"", ""味""], ""targets"": [101, 104]}, {""kind"": ""word"", ""ja"": ""焼き鳥"", ""reading"": ""やきとり"", ""en"": ""grilled chicken"", ""kanji"": [""焼"", ""鳥""], ""targets"": [106, 103]}]"
s252,"[109, 280, 54]",[],"[{""kind"": ""word"", ""ja"": ""船"", ""reading"": ""ふね"", ""en"": ""ship"", ""kanji"": [""船""], ""targets"": [109]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""港"", ""reading"": ""みなと"", ""en"": ""harbor"", ""kanji"": [""港""], ""targets"": [280]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s253,"[110, 54, 111, 41, 63]",[],"[{""kind"": ""word"", ""ja"": ""飛行機"", ""reading"": ""ひこうき"", ""en"": ""airplane"", ""kanji"": [""飛"", ""行"", ""機""], ""targets"": [110, 54, 111]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""中"", ""reading"": ""なか"", ""en"": ""inside"", ""kanji"": [""中""], ""targets"": [41]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""読む"", ""reading"": ""よむ"", ""en"": ""read"", ""kanji"": [""読""], ""targets"": [63]}]"
s254,"[226, 40, 108, 47]",[],"[{""kind"": ""word"", ""ja"": ""地下鉄"", ""reading"": ""ちかてつ"", ""en"": ""subway"", ""kanji"": [""地"", ""下"", ""鉄""], ""targets"": [226, 40, 108]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""駅"", ""reading"": ""えき"", ""en"": ""station"", ""kanji"": [""駅""], ""targets"": [47]}]"
s255,"[71, 121, 80]",[],"[{""kind"": ""word"", ""ja"": ""本屋"", ""reading"": ""ほんや"", ""en"": ""bookstore"", ""kanji"": [""本"", ""屋""], ""targets"": [71, 121]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""肉屋"", ""reading"": ""にくや"", ""en"": ""butcher"", ""kanji"": [""肉"", ""屋""], ""targets"": [80, 121]}]"
s256,"[115, 116, 82, 58]",[],"[{""kind"": ""word"", ""ja"": ""公園"", ""reading"": ""こうえん"", ""en"": ""park"", ""kanji"": [""公"", ""園""], ""targets"": [115, 116]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""お茶"", ""reading"": ""おちゃ"", ""en"": ""tea"", ""kanji"": [""茶""], ""targets"": [82]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""飲む"", ""reading"": ""のむ"", ""en"": ""drink"", ""kanji"": [""飲""], ""targets"": [58]}]"
s257,"[114, 118, 119]",[],"[{""kind"": ""word"", ""ja"": ""市"", ""reading"": ""し"", ""en"": ""city"", ""kanji"": [""市""], ""targets"": [114]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""病院"", ""reading"": ""びょういん"", ""en"": ""hospital"", ""kanji"": [""病"", ""院""], ""targets"": [118, 119]}]"
s258,"[105, 104, 78]",[],"[{""kind"": ""word"", ""ja"": ""甘い"", ""reading"": ""あまい"", ""en"": ""sweet"", ""kanji"": [""甘""], ""targets"": [105]}, {""kind"": ""word"", ""ja"": ""味"", ""reading"": ""あじ"", ""en"": ""taste"", ""kanji"": [""味""], ""targets"": [104]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""好き"", ""reading"": ""すき"", ""en"": ""like"", ""kanji"": [""好""], ""targets"": [78]}]"
s259,"[102, 257, 107]",[],"[{""kind"": ""word"", ""ja"": ""牛乳"", ""reading"": ""ぎゅうにゅう"", ""en"": ""milk"", ""kanji"": [""牛"", ""乳""], ""targets"": [102, 257]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""豆"", ""reading"": ""まめ"", ""en"": ""bean"", ""kanji"": [""豆""], ""targets"": [107]}]"
s260,"[112, 94, 54]",[],"[{""kind"": ""word"", ""ja"": ""橋"", ""reading"": ""はし"", ""en"": ""bridge"", ""kanji"": [""橋""], ""targets"": [112]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""車"", ""reading"": ""くるま"", ""en"": ""car"", ""kanji"": [""車""], ""targets"": [94]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""cross"", ""kanji"": [""行""], ""targets"": [54]}]"
s261,"[113, 100, 62, 255, 60]",[],"[{""kind"": ""word"", ""ja"": ""切手"", ""reading"": ""きって"", ""en"": ""stamp"", ""kanji"": [""切"", ""手""], ""targets"": [113, 100]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""買って"", ""reading"": ""かって"", ""en"": ""buy"", ""kanji"": [""買""], ""targets"": [62], ""lemma"": ""買う""}, {""kind"": ""word"", ""ja"": ""手紙"", ""reading"": ""てがみ"", ""en"": ""letter"", ""kanji"": [""手"", ""紙""], ""targets"": [100, 255]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""出す"", ""reading"": ""だす"", ""en"": ""send"", ""kanji"": [""出""], ""targets"": [60]}]"
s262,"[258, 88, 116, 102, 56]",[],"[{""kind"": ""word"", ""ja"": ""動物園"", ""reading"": ""どうぶつえん"", ""en"": ""zoo"", ""kanji"": [""動"", ""物"", ""園""], ""targets"": [258, 88, 116]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""牛"", ""reading"": ""うし"", ""en"": ""cow"", ""kanji"": [""牛""], ""targets"": [102]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""見る"", ""reading"": ""みる"", ""en"": ""see"", ""kanji"": [""見""], ""targets"": [56]}]"
s263,"[101, 285, 228, 54]",[],"[{""kind"": ""word"", ""ja"": ""美術館"", ""reading"": ""びじゅつかん"", ""en"": ""art museum"", ""kanji"": [""美"", ""術"", ""館""], ""targets"": [101, 285, 228]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""行く"", ""reading"": ""いく"", ""en"": ""go"", ""kanji"": [""行""], ""targets"": [54]}]"
s264,"[115, 67, 96, 97]",[],"[{""kind"": ""word"", ""ja"": ""公立"", ""reading"": ""こうりつ"", ""en"": ""public"", ""kanji"": [""公"", ""立""], ""targets"": [115, 67]}, {""kind"": ""word"", ""ja"": ""学校"", ""reading"": ""がっこう"", ""en"": ""school"", ""kanji"": [""学"", ""校""], ""targets"": [96, 97]}]"
s265,"[114, 278, 75]",[],"[{""kind"": ""word"", ""ja"": ""市民"", ""reading"": ""しみん"", ""en"": ""citizen"", ""kanji"": [""市"", ""民""], ""targets"": [114, 278]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""多い"", ""reading"": ""おおい"", ""en"": ""many"", ""kanji"": [""多""], ""targets"": [75]}]"
s266,"[109, 77]",[],"[{""kind"": ""word"", ""ja"": ""船長"", ""reading"": ""せんちょう"", ""en"": ""captain"", ""kanji"": [""船"", ""長""], ""targets"": [109, 77]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s267,"[108, 112]",[],"[{""kind"": ""word"", ""ja"": ""鉄"", ""reading"": ""てつ"", ""en"": ""iron"", ""kanji"": [""鉄""], ""targets"": [108]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""橋"", ""reading"": ""はし"", ""en"": ""bridge"", ""kanji"": [""橋""], ""targets"": [112]}]"
s268,"[104, 123]",[],"[{""kind"": ""word"", ""ja"": ""味方"", ""reading"": ""みかた"", ""en"": ""ally"", ""kanji"": [""味"", ""方""], ""targets"": [104, 123]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""いる"", ""reading"": ""いる"", ""en"": ""there is"", ""kanji"": [], ""targets"": []}]"
s269,"[105, 83, 58]",[],"[{""kind"": ""word"", ""ja"": ""甘酒"", ""reading"": ""あまざけ"", ""en"": ""sweet sake"", ""kanji"": [""甘"", ""酒""], ""targets"": [105, 83]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""飲む"", ""reading"": ""のむ"", ""en"": ""drink"", ""kanji"": [""飲""], ""targets"": [58]}]"
s270,[136],[],"[{""kind"": ""word"", ""ja"": ""あれ"", ""reading"": ""あれ"", ""en"": ""that"", ""kanji"": [], ""targets"": []}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""誰"", ""reading"": ""だれ"", ""en"": ""who"", ""kanji"": [""誰""], ""targets"": [136]}, {""kind"": ""particle"", ""kana"": ""です""}, {""kind"": ""particle"", ""kana"": ""か""}]"
s271,[137],[],"[{""kind"": ""word"", ""ja"": ""これ"", ""reading"": ""これ"", ""en"": ""this"", ""kanji"": [], ""targets"": []}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""幾ら"", ""reading"": ""いくら"", ""en"": ""how much"", ""kanji"": [""幾""], ""targets"": [137]}, {""kind"": ""particle"", ""kana"": ""です""}, {""kind"": ""particle"", ""kana"": ""か""}]"
s272,"[127, 252, 57]",[],"[{""kind"": ""word"", ""ja"": ""全部"", ""reading"": ""ぜんぶ"", ""en"": ""all"", ""kanji"": [""全"", ""部""], ""targets"": [127, 252]}, {""kind"": ""word"", ""ja"": ""食べました"", ""reading"": ""たべました"", ""en"": ""ate"", ""kanji"": [""食""], ""targets"": [57], ""lemma"": ""食べる""}]"
s273,"[133, 123]",[],"[{""kind"": ""word"", ""ja"": ""両方"", ""reading"": ""りょうほう"", ""en"": ""both"", ""kanji"": [""両"", ""方""], ""targets"": [133, 123]}, {""kind"": ""word"", ""ja"": ""ください"", ""reading"": ""ください"", ""en"": ""please"", ""kanji"": [], ""targets"": []}]"
s274,"[128, 57]",[],"[{""kind"": ""word"", ""ja"": ""皆"", ""reading"": ""みな"", ""en"": ""everyone"", ""kanji"": [""皆""], ""targets"": [128]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""食べましょう"", ""reading"": ""たべましょう"", ""en"": ""let us eat"", ""kanji"": [""食""], ""targets"": [57], ""lemma"": ""食べる""}]"
s275,[131],[],"[{""kind"": ""word"", ""ja"": ""これ"", ""reading"": ""これ"", ""en"": ""this"", ""kanji"": [], ""targets"": []}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""同じ"", ""reading"": ""おなじ"", ""en"": ""same"", ""kanji"": [""同""], ""targets"": [131]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s276,"[253, 122, 123, 279, 128, 232]",[],"[{""kind"": ""word"", ""ja"": ""仕事"", ""reading"": ""しごと"", ""en"": ""work"", ""kanji"": [""仕"", ""事""], ""targets"": [253, 122]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""方法"", ""reading"": ""ほうほう"", ""en"": ""method"", ""kanji"": [""方"", ""法""], ""targets"": [123, 279]}, {""kind"": ""particle"", ""kana"": ""を""}, {""kind"": ""word"", ""ja"": ""皆"", ""reading"": ""みな"", ""en"": ""everyone"", ""kanji"": [""皆""], ""targets"": [128]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""教えます"", ""reading"": ""おしえます"", ""en"": ""teach"", ""kanji"": [""教""], ""targets"": [232], ""lemma"": ""教える""}]"
s277,"[132, 44, 57, 122, 127, 252, 130]",[],"[{""kind"": ""word"", ""ja"": ""各国"", ""reading"": ""かっこく"", ""en"": ""each country"", ""kanji"": [""各"", ""国""], ""targets"": [132, 44]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""食事"", ""reading"": ""しょくじ"", ""en"": ""meal"", ""kanji"": [""食"", ""事""], ""targets"": [57, 122]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""全部"", ""reading"": ""ぜんぶ"", ""en"": ""all"", ""kanji"": [""全"", ""部""], ""targets"": [127, 252]}, {""kind"": ""word"", ""ja"": ""別"", ""reading"": ""べつ"", ""en"": ""different"", ""kanji"": [""別""], ""targets"": [130]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s278,"[136, 253, 122]",[],"[{""kind"": ""word"", ""ja"": ""これ"", ""reading"": ""これ"", ""en"": ""this"", ""kanji"": [], ""targets"": []}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""誰"", ""reading"": ""だれ"", ""en"": ""whose"", ""kanji"": [""誰""], ""targets"": [136]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""仕事"", ""reading"": ""しごと"", ""en"": ""work"", ""kanji"": [""仕"", ""事""], ""targets"": [253, 122]}, {""kind"": ""particle"", ""kana"": ""です""}, {""kind"": ""particle"", ""kana"": ""か""}]"
s279,"[135, 276, 124, 68]",[],"[{""kind"": ""word"", ""ja"": ""約束"", ""reading"": ""やくそく"", ""en"": ""promise"", ""kanji"": [""約"", ""束""], ""targets"": [135, 276]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""所"", ""reading"": ""ところ"", ""en"": ""place"", ""kanji"": [""所""], ""targets"": [124]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""待ちます"", ""reading"": ""まちます"", ""en"": ""wait"", ""kanji"": [""待""], ""targets"": [68], ""lemma"": ""待つ""}]"
s280,"[131, 123, 279, 127, 252]",[],"[{""kind"": ""word"", ""ja"": ""同じ"", ""reading"": ""おなじ"", ""en"": ""same"", ""kanji"": [""同""], ""targets"": [131]}, {""kind"": ""word"", ""ja"": ""方法"", ""reading"": ""ほうほう"", ""en"": ""method"", ""kanji"": [""方"", ""法""], ""targets"": [123, 279]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""全部"", ""reading"": ""ぜんぶ"", ""en"": ""all"", ""kanji"": [""全"", ""部""], ""targets"": [127, 252]}, {""kind"": ""word"", ""ja"": ""します"", ""reading"": ""します"", ""en"": ""do"", ""kanji"": [], ""targets"": []}]"
s281,"[129, 30, 128, 55]",[],"[{""kind"": ""word"", ""ja"": ""他"", ""reading"": ""ほか"", ""en"": ""other"", ""kanji"": [""他""], ""targets"": [129]}, {""kind"": ""particle"", ""kana"": ""の""}, {""kind"": ""word"", ""ja"": ""人"", ""reading"": ""ひと"", ""en"": ""people"", ""kanji"": [""人""], ""targets"": [30]}, {""kind"": ""particle"", ""kana"": ""も""}, {""kind"": ""word"", ""ja"": ""皆"", ""reading"": ""みな"", ""en"": ""everyone"", ""kanji"": [""皆""], ""targets"": [128]}, {""kind"": ""word"", ""ja"": ""来ました"", ""reading"": ""きました"", ""en"": ""came"", ""kanji"": [""来""], ""targets"": [55], ""lemma"": ""来る""}]"
s282,"[271, 135, 134, 14]",[293],"[{""kind"": ""word"", ""ja"": ""予約"", ""reading"": ""よやく"", ""en"": ""reservation"", ""kanji"": [""予"", ""約""], ""targets"": [271, 135]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""数日"", ""reading"": ""すうじつ"", ""en"": ""several days"", ""kanji"": [""数"", ""日""], ""targets"": [134, 14]}, {""kind"": ""word"", ""ja"": ""かかります"", ""reading"": ""かかります"", ""en"": ""takes"", ""kanji"": [], ""targets"": [], ""lemma"": ""かかる"", ""kana_targets"": [293]}]"
s283,"[125, 136, 177]",[],"[{""kind"": ""word"", ""ja"": ""訳"", ""reading"": ""わけ"", ""en"": ""reason"", ""kanji"": [""訳""], ""targets"": [125]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""誰"", ""reading"": ""だれ"", ""en"": ""no one"", ""kanji"": [""誰""], ""targets"": [136]}, {""kind"": ""particle"", ""kana"": ""も""}, {""kind"": ""word"", ""ja"": ""知りません"", ""reading"": ""しりません"", ""en"": ""do not know"", ""kanji"": [""知""], ""targets"": [177], ""lemma"": ""知る""}]"
s284,"[126, 215, 132, 264, 130]",[],"[{""kind"": ""word"", ""ja"": ""程度"", ""reading"": ""ていど"", ""en"": ""degree"", ""kanji"": [""程"", ""度""], ""targets"": [126, 215]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""各自"", ""reading"": ""かくじ"", ""en"": ""each person"", ""kanji"": [""各"", ""自""], ""targets"": [132, 264]}, {""kind"": ""particle"", ""kana"": ""で""}, {""kind"": ""word"", ""ja"": ""別"", ""reading"": ""べつ"", ""en"": ""different"", ""kanji"": [""別""], ""targets"": [130]}, {""kind"": ""particle"", ""kana"": ""です""}]"
s285,"[137, 131, 88]",[],"[{""kind"": ""word"", ""ja"": ""幾つ"", ""reading"": ""いくつ"", ""en"": ""several"", ""kanji"": [""幾""], ""targets"": [137]}, {""kind"": ""particle"", ""kana"": ""も""}, {""kind"": ""word"", ""ja"": ""同じ"", ""reading"": ""おなじ"", ""en"": ""same"", ""kanji"": [""同""], ""targets"": [131]}, {""kind"": ""word"", ""ja"": ""物"", ""reading"": ""もの"", ""en"": ""thing"", ""kanji"": [""物""], ""targets"": [88]}, {""kind"": ""particle"", ""kana"": ""が""}, {""kind"": ""word"", ""ja"": ""あります"", ""reading"": ""あります"", ""en"": ""there are"", ""kanji"": [], ""targets"": []}]"
s286,"[123, 128, 131, 124]",[],"[{""kind"": ""word"", ""ja"": ""あの"", ""reading"": ""あの"", ""en"": ""that"", ""kanji"": [], ""targets"": []}, {""kind"": ""word"", ""ja"": ""方"", ""reading"": ""かた"", ""en"": ""person"", ""kanji"": [""方""], ""targets"": [123]}, {""kind"": ""particle"", ""kana"": ""は""}, {""kind"": ""word"", ""ja"": ""皆"", ""reading"": ""みな"", ""en"": ""everyone"", ""kanji"": [""皆""], ""targets"": [128]}, {""kind"": ""particle"", ""kana"": ""と""}, {""kind"": ""word"", ""ja"": ""同じ"", ""reading"": ""おなじ"", ""en"": ""same"", ""kanji"": [""同""], ""targets"": [131]}, {""kind"": ""word"", ""ja"": ""所"", ""reading"": ""ところ"", ""en"": ""place"", ""kanji"": [""所""], ""targets"": [124]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""います"", ""reading"": ""います"", ""en"": ""is"", ""kanji"": [], ""targets"": []}]"
s287,"[127, 260, 130, 55]",[],"[{""kind"": ""word"", ""ja"": ""全員"", ""reading"": ""ぜんいん"", ""en"": ""everyone"", ""kanji"": [""全"", ""員""], ""targets"": [127, 260]}, {""kind"": ""word"", ""ja"": ""別々"", ""reading"": ""べつべつ"", ""en"": ""separately"", ""kanji"": [""別""], ""targets"": [130]}, {""kind"": ""particle"", ""kana"": ""に""}, {""kind"": ""word"", ""ja"": ""来ました"", ""reading"": ""きました"", ""en"": ""came"", ""kanji"": [""来""], ""targets"": [55], ""lemma"": ""来る""}]"
